from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5902101;5859425;286;20029;113;95;21308;113;96;21308;34;19624;31;19639
5902102;5859425;287;20102;113;96;21381;115;97;21381;36;20881;32;20896
5902103;5859425;296;20723;120;105;22002;128;108;22002;36;21075;32;21090
5902104;5859425;301;21096;131;113;21652;139;110;24756;50;21485;46;21500
5902105;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5902106;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5902107;5859425;305;21349;123;105;36091;122;96;23810;40;22880;35;22895
5902108;5859425;308;21559;127;109;36354;126;100;24074;41;23221;37;23236
5902109;5859425;312;21820;138;113;36614;127;104;24334;42;23547;38;23561
5902110;5859425;334;23356;139;124;33187;141;115;25844;44;24178;39;24193
5902111;5859425;337;23623;146;127;33454;147;119;26111;43;24268;38;24282
5902112;5859425;339;23730;147;129;33561;150;121;26218;44;24470;39;24485
5902113;5859425;342;23959;150;132;33790;150;124;26447;47;24834;42;24849
5902114;5859425;346;24226;154;136;34057;153;128;26714;41;23461;36;23475
5902115;5859425;416;29150;154;139;36156;164;149;36156;40;23736;36;23750
5902116;5859425;411;28798;150;134;35804;164;144;35804;39;23858;35;23872
5902117;5859425;407;28482;145;129;35488;162;139;35488;44;27503;39;27517
5902118;5859425;402;28167;141;125;35173;151;135;35173;38;24263;34;24277
5902119;5859425;399;27899;138;121;34905;150;131;34905;39;24530;34;24545
5902120;5859425;396;27719;136;118;34725;142;126;34725;39;24780;34;24794
5902121;5859425;382;26762;129;108;34023;133;116;34023;39;24991;34;25005
5902122;5859425;383;26810;126;105;33816;131;113;33816;40;25680;36;25694
5902123;5859425;384;26896;130;106;33893;133;114;33893;44;26154;39;26169
5902124;5859425;391;27370;128;105;34338;133;114;34338;45;26491;40;26505
5902125;5859425;396;27753;131;108;35318;135;117;35318;46;27410;40;27425
5902126;5859425;396;27705;131;107;35270;133;116;35270;46;27932;40;27947
5902127;5859425;398;27880;133;110;35446;139;119;35446;45;28131;40;28146
5903804;5859425;364;25461;139;115;47814;148;119;38630;43;29220;38;29220
5903805;5859425;360;25190;138;121;31154;145;120;38681;43;28974;38;28974
5903806;5859425;356;24935;137;117;30899;141;119;38114;43;28727;38;28727
5903807;5859425;353;24680;137;114;30644;141;117;37962;42;28495;37;28495
5903808;5859425;354;24756;137;114;30682;141;122;38289;40;28168;35;28168
5903809;5859425;352;24608;142;119;31031;145;126;38600;41;27904;37;27904
5903810;5859425;348;24367;141;118;30363;142;123;37653;43;27782;38;27782
5903811;5859425;-1;-1;-1;-1;-1;-1;-1;-1;44;27662;40;27662
5903812;5859425;-1;-1;-1;-1;-1;-1;-1;-1;46;27519;42;27519
5903813;5859425;-1;-1;-1;-1;-1;-1;-1;-1;48;29048;44;29048
5903814;5859425;332;23268;145;120;31148;148;139;38652;45;28751;41;28751
5903815;5859425;330;23088;142;129;29187;145;136;38402;41;27368;37;27368
5903816;5859425;330;23068;139;131;31472;144;132;38102;41;27467;36;27467
5903817;5859425;330;23123;137;126;31177;143;127;37807;41;27726;36;27726
5903818;5859425;326;22835;137;122;30888;146;123;37518;43;28208;39;28208
5903819;5859425;327;22910;137;123;30964;148;124;37594;42;28287;38;28287
5903820;5859425;314;21998;137;127;29887;142;129;36517;41;27014;37;27014
5903821;5859425;307;21516;131;115;29391;135;116;36926;45;29575;40;29575
5903822;5859425;306;21435;131;113;29310;132;114;36845;45;28599;40;28599
5903823;5859425;294;20592;130;109;27648;144;118;29764;45;28841;40;28841
5903824;5859425;294;20606;133;111;27833;146;120;29949;49;29066;44;29066
5903825;5859425;282;19737;146;126;29804;154;134;31920;54;30072;49;30072
5903826;5859425;282;19722;146;126;29835;154;134;31951;54;29574;49;29574
5903827;5859425;270;18931;158;129;32367;168;150;33108;55;29858;51;29858
5903828;5859425;267;18685;158;129;31741;166;150;33093;57;30005;53;30005
5903829;5859425;265;18568;158;130;31806;166;151;33158;53;23202;49;23383
5903830;5859425;257;17981;156;141;31048;164;156;33464;50;22941;46;23123
5903831;5859425;255;17848;161;139;30915;166;154;43248;43;21701;39;21701
5903832;5859425;256;17928;161;140;30995;166;153;25692;40;21492;36;21492
5903833;5859425;254;17785;150;121;26079;143;121;38779;40;21430;36;21430
5903834;5859425;250;17513;144;117;25807;136;117;38507;40;21293;36;21293
5903835;5859425;248;17336;127;87;22080;132;110;38498;39;21106;35;21106
5903836;5859425;242;16944;112;81;21690;126;106;38170;39;20981;35;20981
5903837;5859425;248;17370;128;89;22249;133;113;38682;42;21192;39;21192
5903838;5859425;251;17552;144;116;26164;133;116;38864;46;21431;42;21431
5903839;5859425;-1;-1;-1;-1;-1;-1;-1;-1;46;21426;42;21426
5903840;5859425;-1;-1;-1;-1;-1;-1;-1;-1;38;18790;34;18790
5903841;5859425;215;15064;117;84;19189;133;105;21676;35;18679;32;18679
5903842;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5903843;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5903844;5859425;194;13580;118;85;17150;140;125;44207;36;17009;33;17260
5903845;5859425;192;13460;118;83;17030;138;124;44152;36;16979;33;17230
5903846;5859425;177;12401;95;68;15970;125;106;18304;32;16250;29;16501
5903847;5859425;173;12106;88;64;15676;120;102;18009;29;15648;26;15898
5903848;5859425;171;11951;88;62;15521;118;100;17858;30;15518;28;15769
5903849;5859425;159;11137;83;57;15198;114;97;17661;32;15195;29;15446
5903850;5859425;156;10952;83;55;14532;118;99;17802;34;14864;31;14864
5903851;5859425;163;11391;89;68;15524;110;94;15524;30;15740;27;15740
5903852;5859425;153;10699;88;64;14912;110;92;15387;31;15805;28;15805
5903853;5859425;153;10704;88;65;15049;110;92;15049;31;14834;28;14814
5903854;5859425;144;10084;84;63;14634;106;84;15634;30;14821;27;14801
5903855;5859425;143;10044;84;62;14598;106;83;15597;28;13927;25;13927
5903856;5859425;146;10247;93;68;14519;110;95;14519;29;14159;26;14159
5903857;5859425;139;9710;95;68;13520;110;92;13481;30;13740;28;13740
5903858;5859425;142;9936;102;71;13747;113;95;13708;31;13646;29;13646
5903859;5859425;128;8926;96;77;16766;107;92;16766;31;13011;28;13011
5903860;5859425;126;8844;96;75;16578;105;90;16578;30;12738;27;12738
5903861;5859425;124;8656;96;73;16186;105;89;16186;30;12534;27;12534
5903862;5859425;127;8860;96;71;15771;105;90;16220;31;12717;27;12717
5903863;5859425;120;8366;91;67;15174;96;82;15174;31;12744;28;12744
5903864;5859425;117;8194;87;66;15080;93;81;15080;30;12561;27;12561
5903865;5859425;115;8068;90;73;14801;99;83;13852;32;12012;29;12012
5903866;5859425;110;7713;88;68;14446;94;78;13498;28;11713;25;11713
5903867;5859425;108;7563;83;66;14296;90;76;13348;31;11828;27;11828
5903868;5859425;108;7558;83;62;13885;88;78;13885;29;12243;26;12243
5903869;5859425;105;7366;83;64;14006;88;71;12433;28;11916;25;11916
5903870;5859425;103;7220;75;56;11358;80;65;11979;29;11384;26;12021
5903871;5859425;104;7261;74;55;11296;80;64;11916;27;11335;24;11335
5903872;5859425;102;7142;83;66;13090;88;75;13346;25;10956;22;10956
5903873;5859425;107;7488;79;56;10611;86;71;11616;27;11327;24;11327
5903874;5859425;109;7643;78;60;12403;84;69;11455;28;11590;25;12184
5903875;5859425;109;7636;79;61;12461;84;70;11513;29;12211;25;12211
5903876;5859425;109;7658;72;55;11534;79;64;10586;29;12376;26;12376
5903877;5859425;111;7764;77;59;11815;81;68;10867;28;11619;25;11619
5903878;5859425;104;7277;71;55;11064;76;64;10116;28;11445;24;11444
5903879;5859425;106;7431;71;54;10977;73;53;9057;27;11336;24;11336
5903880;5859425;109;7652;69;52;10613;68;50;8876;26;10978;23;10977
5903881;5859425;113;7877;68;54;10742;68;49;8822;26;10653;23;10652
5903882;5859425;115;8074;69;57;10951;69;52;9019;25;10469;22;10469
5903883;5859425;117;8221;68;56;9349;70;58;10091;24;10182;22;10182
5903884;5859425;118;8285;66;53;9140;66;55;9882;24;9656;22;9656
5903885;5859425;122;8524;66;55;9300;66;57;10022;24;10152;22;10152
5903886;5859425;121;8484;60;50;9287;58;50;9516;22;9438;20;9138
5903887;5859425;124;8691;62;54;9759;65;53;9759;28;12602;26;12301
5903888;5859425;122;8528;66;59;9894;68;58;10123;29;10388;26;10087
5903889;5859425;122;8559;67;62;10120;69;62;10350;33;12906;30;12605
5903890;5859425;129;9016;68;57;10474;74;65;11215;32;12601;29;12300
5903891;5859425;139;9761;81;69;11301;85;74;11958;38;12912;35;12612
5903892;5859425;137;9612;81;67;12370;85;73;11916;41;13309;38;13008
5903893;5859425;142;9956;84;65;12228;87;73;12969;43;13402;40;15876
5903894;5859425;146;10236;83;64;12146;86;72;12888;45;16297;41;15996
5903895;5859425;150;10499;84;64;12180;86;72;12922;44;19160;40;16246
5903896;5859425;157;11004;84;66;12822;87;73;13564;41;18730;37;18730
5903897;5859425;155;10854;83;63;12611;86;70;13353;37;18496;34;18496
5903898;5859425;164;11489;84;65;12690;86;72;13432;39;18506;35;18506
5903899;5859425;165;11572;84;71;13814;92;77;14556;34;18183;30;18183
5903900;5859425;168;11736;84;64;13343;86;70;14084;32;17670;28;17670
5903901;5859425;171;11978;84;65;13421;86;71;14163;32;17683;29;17785
5903902;5859425;175;12219;84;69;14082;91;77;14538;31;17879;28;17879
5903903;5859425;179;12547;84;67;13811;90;77;14598;31;17715;27;17715
5903904;5859425;184;12882;88;75;14124;96;81;14866;31;17944;28;17944
5903905;5859425;190;13332;90;75;15858;93;81;16599;31;15399;28;15399
5903906;5859425;195;13619;91;79;16144;97;84;15529;33;16081;29;16081
5903907;5859425;189;13197;90;73;15723;93;79;16464;37;15174;34;15174
5903908;5859425;194;13548;90;74;16322;91;80;17064;32;15852;28;15852
5903909;5859425;195;13616;88;71;16129;91;77;16871;32;15741;28;15741
5903910;5859425;195;13640;86;73;16893;91;77;16858;33;15820;29;15820
5903911;5859425;199;13936;88;71;16742;91;77;17484;33;16046;29;16046
5903912;5859425;203;14192;88;72;16800;93;78;17541;33;16249;29;16249
5903913;5859425;207;14507;90;75;17045;96;81;17786;34;16501;30;16501
5903914;5859425;209;14644;95;79;17331;98;89;15993;34;16883;30;16883
5903915;5859425;213;14936;100;89;25393;102;93;16305;35;17199;30;17199
5903916;5859425;217;15187;101;93;25442;102;83;25817;36;17454;31;17535
5903917;5859425;219;15299;98;90;25827;100;84;26378;37;17723;32;17723
5903918;5859425;223;15584;93;83;27674;97;82;26580;38;17986;33;17986
5903919;5859425;226;15849;92;85;26425;94;80;26425;38;17523;34;18415
5903920;5859425;230;16076;92;85;26439;94;80;26439;41;21082;36;21123
5903921;5859425;234;16393;96;88;26649;97;83;26649;41;18046;36;18043
5903922;5859425;236;16499;95;85;27700;100;93;23320;41;17855;36;17853
5903923;5859425;246;17250;107;91;26573;110;96;26573;45;18097;40;18095
5903924;5859425;245;17148;107;94;22220;111;95;29452;42;18283;37;20207
5903925;5859425;244;17082;104;92;22094;111;95;27924;39;18165;34;20089
5903926;5859425;248;17363;105;96;22818;111;99;28189;39;20366;34;19998
5903927;5859425;251;17538;99;94;22699;106;96;29501;40;19832;35;19464
5903928;5859425;254;17754;98;89;25215;103;91;25074;37;19457;32;19089
5903929;5859425;256;17950;101;91;25725;105;92;27782;34;19730;30;19744
5903930;5859425;258;18072;97;90;25941;105;91;22318;39;20102;34;19734
5903931;5859425;261;18292;97;87;25748;106;89;22124;39;20546;35;20974
5903932;5859425;268;18741;97;86;25700;106;88;22077;37;20050;33;20478
5903933;5859425;271;18951;94;82;25046;106;86;21423;36;20004;31;20004
5903934;5859425;275;19273;95;84;25063;107;88;21439;36;20041;32;20041
5903935;5859425;281;19645;102;87;25277;108;91;21653;37;20550;32;20550
5903936;5859425;284;19872;104;91;25504;113;94;21881;40;20113;36;20134
5903937;5859425;288;20177;110;97;22194;115;98;21456;45;20492;41;20513
5903938;5859425;289;20198;113;97;21477;115;98;21477;44;20989;40;20988
5903939;5859425;290;20330;113;99;21609;119;102;21609;34;20002;30;20001
5903940;5859425;297;20781;122;106;22060;131;113;26561;36;20641;32;20656
5903941;5859425;311;21756;133;121;37180;143;112;24900;39;20809;35;20824
5903942;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5903943;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5903944;5859425;307;21506;127;108;36301;122;99;24020;40;22740;36;22755
5903945;5859425;329;23000;143;127;25488;144;110;25488;41;23354;37;23368
5903946;5859425;336;23530;146;126;33362;144;118;26019;36;21958;32;21972
5903947;5859425;335;23485;144;125;33316;144;117;25973;36;22190;32;22205
5903948;5859425;332;23263;139;122;33094;141;114;25752;43;24085;38;24099
5903949;5859425;339;23761;147;129;33592;150;121;26249;38;22778;34;22792
5903950;5859425;346;24210;154;136;34041;153;127;26698;38;23039;34;23054
5903951;5859425;349;24458;154;139;34289;155;131;26946;38;23258;34;23273
5903952;5859425;415;29044;154;137;36050;164;147;36050;37;23458;33;23473
5903953;5859425;416;29097;154;138;36103;164;148;36103;39;24134;35;24148
5903954;5859425;375;26270;133;112;33259;138;121;33259;40;24464;36;24479
5903955;5859425;375;26262;133;111;33251;138;120;33251;40;24709;36;24723
5903956;5859425;375;26220;133;111;33209;138;120;33209;39;24876;35;24891
5903957;5859425;375;26264;133;112;34270;138;120;34270;43;26875;38;26890
5903958;5859425;381;26648;129;110;34121;133;118;34121;43;26617;38;26632
5903959;5859425;380;26569;123;102;33575;131;110;33575;42;26506;37;26521
5903960;5859425;380;26632;124;103;33629;133;111;33629;42;26102;37;26117
5903961;5859425;387;27103;124;101;34071;133;110;34071;44;27064;39;27079
5903962;5859425;388;27165;125;102;34133;133;111;34133;45;27349;39;27363
5903963;5859425;391;27398;125;103;34964;133;112;34964;47;27848;41;27863
5903964;5859425;396;27708;131;108;35274;133;117;35274;46;28411;41;28426
5905641;5859425;367;25694;139;120;48166;148;122;38872;43;29422;38;29422
5905642;5859425;370;25908;143;123;48379;149;125;39085;46;29838;41;29838
5905643;5859425;355;24882;147;124;30798;151;129;38088;43;28569;38;28569
5905644;5859425;348;24363;137;116;30789;141;123;38358;41;28164;37;28164
5905645;5859425;346;24204;137;115;30120;141;120;37410;39;27843;35;27843
5905646;5859425;344;24045;137;114;30041;141;119;37331;40;27525;35;27525
5905647;5859425;341;23898;141;117;29797;142;122;37087;41;27401;37;27401
5905648;5859425;339;23752;141;117;29804;142;122;37094;43;27256;39;27256
5905649;5859425;337;23605;142;120;30024;146;125;37314;44;27088;40;27088
5905650;5859425;332;23211;145;120;31151;148;139;38655;40;26567;36;26567
5905651;5859425;327;22914;142;127;29014;145;132;36304;40;27291;36;27291
5905652;5859425;327;22858;142;126;28957;144;131;36247;42;27460;38;27460
5905653;5859425;329;23036;144;128;29135;147;133;36425;43;27963;39;27963
5905654;5859425;331;23151;137;127;31205;146;128;37835;45;28298;41;28298
5905655;5859425;315;22083;137;128;29972;142;130;36602;41;26908;37;26908
5905656;5859425;311;21790;137;124;29679;141;126;36309;41;26861;37;26861
5905657;5859425;304;21303;131;116;27653;137;118;37056;44;29582;40;29582
5905658;5859425;302;21174;131;114;29338;135;115;36873;45;28539;40;28539
5905659;5859425;295;20669;130;110;27733;137;119;29849;45;28574;41;28574
5905660;5859425;297;20807;133;112;27870;146;121;29987;48;28605;43;28605
5905661;5859425;306;21452;137;122;28073;148;130;30189;49;28991;44;28991
5905662;5859425;308;21560;137;124;28180;148;132;30297;50;29352;46;29352
5905663;5859425;272;19038;160;132;32512;169;153;33254;52;29649;48;29649
5905664;5859425;269;18848;163;134;32652;169;155;33394;55;29988;50;29988
5905665;5859425;260;18226;157;144;31293;161;146;36256;56;30049;51;30049
5905666;5859425;261;18287;154;145;31354;159;144;36080;47;22088;43;22088
5905667;5859425;265;18563;157;149;31630;161;146;36264;44;21790;40;21790
5905668;5859425;257;17993;156;119;27662;148;124;38988;42;21657;38;21657
5905669;5859425;253;17708;154;118;27588;148;123;38913;41;21448;37;21448
5905670;5859425;250;17469;144;116;25763;136;116;38464;39;21024;35;21024
5905671;5859425;247;17296;127;86;22040;132;110;38458;40;21224;36;21224
5905672;5859425;242;16921;122;85;21917;132;108;38351;39;20705;35;20705
5905673;5859425;247;17304;128;89;22183;132;112;38616;43;21196;39;21196
5905674;5859425;250;17524;139;92;22403;133;115;38836;46;21440;42;21440
5905675;5859425;-1;-1;-1;-1;-1;-1;-1;-1;45;21366;41;21366
5905676;5859425;215;15079;117;84;19204;133;105;21692;36;18700;33;18700
5905677;5859425;213;14880;110;81;19005;133;102;21492;34;18557;31;18557
5905678;5859425;211;14740;110;79;18865;129;100;21352;36;18548;33;18548
5905679;5859425;212;14863;110;81;18988;133;102;21475;39;18553;36;18553
5905680;5859425;-1;-1;-1;-1;-1;-1;-1;-1;40;17258;37;17509
5905681;5859425;-1;-1;-1;-1;-1;-1;-1;-1;38;17122;35;17373
5905682;5859425;180;12594;102;71;16163;120;104;18538;34;16117;31;16368
5905683;5859425;177;12424;95;68;15992;120;102;18368;29;15587;27;15838
5905684;5859425;167;11678;83;58;15248;112;96;17585;31;15202;28;15453
5905685;5859425;161;11250;83;55;15038;112;93;17388;30;15042;27;15292
5905686;5859425;156;10932;88;63;15594;110;95;16155;28;14611;26;14611
5905687;5859425;159;11158;88;64;15291;110;90;15291;29;15196;26;15196
5905688;5859425;155;10837;84;62;15126;105;83;16126;29;15447;26;15447
5905689;5859425;152;10672;84;61;14796;106;83;15796;30;14522;27;14502
5905690;5859425;151;10563;84;61;14740;106;83;15739;29;14259;26;14239
5905691;5859425;148;10345;84;60;14453;106;81;15452;31;14169;28;14169
5905692;5859425;148;10375;94;74;14744;113;91;15647;31;14393;28;14393
5905693;5859425;142;9956;102;71;13766;113;96;13727;32;13947;30;13947
5905694;5859425;137;9559;96;76;17014;106;91;17014;33;13473;30;13473
5905695;5859425;132;9207;96;74;16930;105;89;16930;31;13099;28;13099
5905696;5859425;129;9059;96;71;16338;105;86;16338;34;13767;30;13767
5905697;5859425;133;9288;96;72;16364;105;87;16364;31;12681;28;12681
5905698;5859425;130;9068;87;65;15335;93;81;15335;32;12988;29;13753
5905699;5859425;132;9269;91;69;15608;100;87;16057;32;13177;28;13942
5905700;5859425;121;8485;87;61;14762;90;76;14762;30;13111;26;13111
5905701;5859425;125;8772;87;64;14994;91;79;14994;30;12886;27;12886
5905702;5859425;120;8417;88;66;14330;93;76;13382;30;12681;27;12681
5905703;5859425;111;7774;83;62;14062;89;72;13114;30;12457;26;12457
5905704;5859425;110;7729;83;61;13999;86;71;13051;31;12249;28;12352
5905705;5859425;110;7695;78;58;13549;84;69;12601;28;11859;25;11859
5905706;5859425;107;7493;80;61;13390;84;71;12442;27;11560;24;11560
5905707;5859425;107;7515;74;56;11807;80;65;12427;29;11512;26;11512
5905708;5859425;112;7839;74;55;11737;79;64;12357;28;12239;25;12239
5905709;5859425;107;7513;77;61;12732;84;70;12988;26;11376;23;11376
5905710;5859425;112;7814;75;56;12144;78;65;11195;27;11822;24;11822
5905711;5859425;115;8056;78;58;12257;83;67;11309;28;12025;25;12025
5905712;5859425;113;7941;79;59;11818;83;68;10870;30;12362;27;12362
5905713;5859425;111;7796;78;61;11986;82;65;10002;33;11791;29;11791
5905714;5859425;108;7565;76;59;11352;78;61;9770;33;11763;30;11763
5905715;5859425;110;7731;77;58;11278;78;57;9374;28;11465;24;11465
5905716;5859425;113;7887;71;57;10959;73;53;9073;27;11216;24;11216
5905717;5859425;115;8070;71;57;10920;72;52;9015;26;10900;23;10900
5905718;5859425;117;8204;69;57;10748;72;64;9150;29;10716;26;10716
5905719;5859425;121;8466;68;59;9545;70;62;10368;25;10515;22;10515
5905720;5859425;122;8567;68;58;9498;69;61;10306;25;10080;23;10080
5905721;5859425;125;8766;62;55;9786;65;54;9786;25;10099;22;10099
5905722;5859425;124;8677;62;54;9709;65;53;9709;28;12449;25;12449
5905723;5859425;126;8831;65;55;9670;65;55;9899;27;12422;24;12121
5905724;5859425;129;9014;65;56;10749;66;56;10749;27;12321;24;12021
5905725;5859425;129;9047;68;62;11143;70;62;11143;30;12901;27;12250
5905726;5859425;130;9074;67;58;12490;70;63;11176;28;12330;25;12030
5905727;5859425;136;9518;70;64;10943;75;67;11513;38;13112;36;12812
5905728;5859425;141;9874;81;68;12429;89;76;13171;37;13015;34;12715
5905729;5859425;145;10161;81;63;12065;86;71;12807;36;12982;34;12681
5905730;5859425;146;10217;83;59;11832;86;67;12574;41;16012;37;15711
5905731;5859425;151;10564;83;60;11877;86;68;12619;40;18879;36;15965
5905732;5859425;154;10758;83;63;12608;86;70;13349;39;18585;35;18585
5905733;5859425;158;11032;83;59;12308;84;66;13050;35;18336;31;18336
5905734;5859425;162;11317;83;62;12518;86;69;13260;38;18566;35;18566
5905735;5859425;167;11707;84;65;13435;86;71;14176;32;17774;29;17774
5905736;5859425;170;11888;83;60;13049;84;66;13791;31;17410;28;17410
5905737;5859425;173;12132;83;61;13132;86;67;13874;30;17228;27;17228
5905738;5859425;176;12297;84;66;13485;86;72;14226;30;17385;27;17385
5905739;5859425;183;12783;84;69;13826;90;77;14553;31;17631;28;17631
5905740;5859425;186;13014;84;68;14087;88;77;12749;33;17296;30;17296
5905741;5859425;190;13267;88;71;14344;91;77;15086;31;15735;27;15735
5905742;5859425;193;13483;90;75;14561;93;81;15302;33;16087;29;16087
5905743;5859425;197;13786;97;81;16311;102;87;17053;39;16567;35;16567
5905744;5859425;197;13766;91;77;16571;95;83;17312;34;16086;30;16086
5905745;5859425;200;14011;91;77;17191;95;83;17933;32;16104;28;16104
5905746;5859425;199;13939;90;74;16928;91;80;17670;32;15904;28;15904
5905747;5859425;201;14079;88;71;16773;93;77;17515;34;16322;29;16322
5905748;5859425;203;14230;84;69;16641;89;75;17383;35;16372;30;16719
5905749;5859425;207;14498;90;73;16909;93;79;17650;34;16596;30;16596
5905750;5859425;212;14827;90;78;17238;96;81;25157;35;17273;31;16865
5905751;5859425;215;15073;93;82;18136;99;83;25542;35;17351;30;17351
5905752;5859425;219;15352;94;86;25136;97;81;25136;37;17658;32;17658
5905753;5859425;222;15544;95;87;25274;101;82;25274;37;17903;32;17903
5905754;5859425;235;16455;96;86;19684;104;90;26420;38;20607;33;20648
5905755;5859425;231;16139;94;84;22503;98;83;25661;38;20578;33;20619
5905756;5859425;232;16217;96;89;26711;97;84;26711;39;21013;34;21054
5905757;5859425;236;16491;97;90;25846;102;93;23344;41;21223;35;21264
5905758;5859425;239;16758;99;85;26159;106;94;27767;45;18114;40;18112
5905759;5859425;250;17500;111;102;22776;115;100;27876;46;21004;40;20636
5905760;5859425;249;17424;109;97;22436;113;100;28266;39;18501;34;20425
5905761;5859425;250;17500;105;98;22961;114;99;29745;39;18377;34;20302
5905762;5859425;254;17759;99;95;22718;109;101;23459;39;20216;34;19848
5905763;5859425;254;17808;99;88;24717;105;96;23171;39;19967;34;19599
5905764;5859425;257;18007;99;93;22620;106;95;27686;37;19726;32;19358
5905765;5859425;260;18170;102;93;25899;109;95;22891;38;20135;33;19767
5905766;5859425;261;18260;99;91;26063;108;93;22440;39;20092;34;19724
5905767;5859425;265;18541;94;86;25660;107;87;22037;42;20304;37;19936
5905768;5859425;266;18653;94;84;25558;106;86;21935;39;20083;35;20511
5905769;5859425;270;18918;97;88;25823;106;89;21811;37;20075;32;20074
5905770;5859425;279;19535;102;88;25344;110;92;21721;36;20357;32;20357
5905771;5859425;280;19581;102;88;25321;110;92;21698;37;20429;33;20429
5905772;5859425;283;19830;107;94;21993;114;96;21993;37;20659;33;20659
5905773;5859425;288;20171;112;103;22624;120;101;22281;46;21626;41;21625
5905774;5859425;292;20461;113;101;21740;123;104;21740;37;21139;32;21138
5905775;5859425;299;20919;117;105;23086;127;107;26148;35;20720;31;20719
5905776;5859425;296;20723;118;107;23199;125;109;26261;35;20304;31;20319
5905777;5859425;301;21047;125;111;23523;131;113;26585;37;20759;33;20774
5905778;5859425;304;21288;128;115;23764;132;117;26826;35;20877;31;20891
5905779;5859425;311;21770;133;122;29339;139;109;25575;38;22060;34;22074
5905780;5859425;313;21938;139;117;36881;138;107;24601;36;21446;32;21460
5905781;5859425;325;22758;138;124;25246;138;107;25246;37;22091;33;22105
5905782;5859425;322;22537;135;121;25025;127;104;25025;39;22511;35;22526
5905783;5859425;326;22801;134;116;32632;132;107;25289;43;23712;38;23727
5905784;5859425;331;23190;137;121;33021;141;113;25678;43;24014;38;24028
5905785;5859425;335;23462;144;125;33294;144;117;25951;43;24250;38;24265
5905786;5859425;338;23695;147;128;33526;150;120;26183;39;23425;35;23440
5905787;5859425;421;29495;167;144;36501;169;154;43027;40;23693;35;23707
5905788;5859425;421;29442;167;143;36448;169;153;42974;41;24010;36;24025
5905789;5859425;375;26280;133;112;33269;138;121;33269;40;24210;36;24225
5905790;5859425;372;26069;130;109;33058;133;118;33058;45;27935;40;27950
5905791;5859425;374;26202;131;111;33191;136;120;33191;44;27535;39;27549
5905792;5859425;370;25902;130;106;32891;133;115;32891;44;27244;39;27259
5905793;5859425;373;26084;124;102;33616;133;110;33616;45;27037;40;27052
5905794;5859425;375;26284;123;100;33465;133;108;33465;45;26747;40;26762
5905795;5859425;375;26220;120;97;33225;130;105;33225;41;26301;36;26315
5905796;5859425;379;26501;122;101;33489;131;109;33489;45;26611;40;27139
5905797;5859425;383;26811;122;97;33779;133;106;33779;44;27064;38;27079
5905798;5859425;384;26874;122;98;33843;133;107;33843;44;27177;38;27191
5905799;5859425;387;27114;124;100;34747;133;109;34747;45;27444;39;27459
5905800;5859425;391;27352;122;96;34494;133;105;34494;44;27622;39;27637
5907476;5859425;373;26114;143;126;48586;150;128;39292;45;29917;40;29917
5907477;5859425;354;24761;143;123;30677;150;128;37967;42;28512;37;28512
5907478;5859425;349;24410;141;118;30326;142;123;37616;41;28201;37;28201
5907479;5859425;345;24125;137;114;30041;141;119;37331;42;27952;37;27952
5907480;5859425;340;23801;137;112;29947;141;117;37237;40;27551;35;27551
5907481;5859425;337;23576;137;112;29476;141;117;36766;38;27262;34;27262
5907482;5859425;335;23430;137;114;29580;142;119;36871;39;26990;35;26990
5907483;5859425;333;23283;141;118;29878;142;123;37168;41;26824;37;26824
5907484;5859425;331;23135;144;123;30200;150;128;37490;41;26567;36;26567
5907485;5859425;324;22674;144;123;28773;146;128;36063;39;26992;35;26992
5907486;5859425;322;22515;142;121;28614;143;126;35904;42;27071;38;27071
5907487;5859425;330;23103;144;129;29202;147;134;36492;43;26758;39;26758
5907488;5859425;318;22289;138;118;28388;141;123;35678;42;26558;38;26558
5907489;5859425;316;22121;138;119;28086;141;124;35376;41;26853;36;26853
5907490;5859425;307;21494;133;120;29383;138;128;30039;40;26543;36;26543
5907491;5859425;301;21093;131;114;28982;134;116;36518;45;28453;40;28453
5907492;5859425;298;20845;130;109;27196;132;117;29312;44;28165;39;28165
5907493;5859425;296;20723;130;109;27187;135;117;29304;43;28203;38;28203
5907494;5859425;298;20833;131;113;27454;139;121;29570;44;28412;40;28412
5907495;5859425;303;21204;133;118;27824;146;126;29940;46;28768;41;28768
5907496;5859425;308;21553;137;123;28173;148;131;30290;47;29126;42;29126
5907497;5859425;278;19457;169;142;33261;175;163;34003;50;29465;45;29465
5907498;5859425;272;19058;168;137;32863;171;158;33604;53;29856;48;29856
5907499;5859425;266;18650;154;131;27746;157;142;35935;51;22372;47;22372
5907500;5859425;264;18508;154;130;27697;157;141;35886;49;22222;46;22222
5907501;5859425;267;18678;157;135;28014;159;146;36202;47;21875;43;21875
