from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5785640;5859425;211;14779;147;118;19754;157;126;19172;42;21175;37;21175
5785641;5859425;198;13842;144;124;19960;157;129;19377;42;21386;37;21386
5785642;5859425;199;13922;144;126;20077;157;131;19495;46;18053;42;18053
5785643;5859425;203;14214;154;127;20370;160;135;19788;50;20610;46;20610
5787544;5859425;204;14290;131;114;19264;134;111;19264;41;20749;36;20749
5787545;5859425;205;14359;131;115;19333;140;112;19333;44;21035;39;21035
5787546;5859425;208;14584;147;115;19559;145;115;19559;43;17080;40;17080
5787547;5859425;196;13728;151;131;20458;159;136;19876;42;17471;38;17471
5787548;5859425;193;13503;145;127;20186;156;132;19604;41;17592;37;17592
5787549;5859425;195;13637;151;131;20478;159;136;19896;43;17835;39;17835
5787550;5859425;232;16230;206;185;19753;200;193;19171;47;20409;43;20409
5789447;5859425;172;12015;96;75;16497;104;72;16497;36;18559;32;18559
5789448;5859425;176;12296;96;75;16518;104;72;16518;37;18924;33;18924
5789449;5859425;181;12644;96;76;16578;104;73;16578;38;19350;34;19350
5789450;5859425;208;14526;141;114;19501;142;114;19501;41;19669;37;19669
5789451;5859425;208;14564;147;115;19539;145;115;19539;43;20996;39;20996
5789452;5859425;188;13164;147;125;17053;146;113;21138;42;16979;38;16979
5789453;5859425;189;13201;146;126;17089;146;114;21175;41;17156;37;17156
5789454;5859425;190;13288;145;127;17176;146;115;21262;41;17420;37;17420
5789455;5859425;192;13464;150;130;17352;152;118;21438;42;17640;39;17640
5789456;5859425;230;16069;200;182;19593;200;190;19010;45;20319;41;20319
5791353;5859425;179;12561;104;80;16857;104;77;16857;34;18150;30;18150
5791354;5859425;176;12329;96;76;16625;104;73;16625;35;18741;31;18741
5791355;5859425;177;12358;92;72;16286;104;69;16286;36;18921;32;18921
5791356;5859425;182;12706;96;76;16634;104;73;16634;39;19547;35;19547
5791357;5859425;186;13002;104;79;16702;104;76;16702;42;19661;38;19661
5791358;5859425;186;13053;147;124;16942;141;112;21027;42;16473;38;16473
5791359;5859425;184;12856;146;121;16744;141;109;20830;40;16797;36;16797
5791360;5859425;184;12910;146;122;16798;141;110;20884;42;17165;38;17165
5791361;5859425;189;13263;147;127;17152;147;115;21237;44;17519;40;17519
5791362;5859425;194;13574;154;131;17463;160;136;16880;45;17827;41;17827
5791363;5859425;229;16064;200;182;19588;200;190;19005;47;20215;43;20215
5793258;5859425;185;12947;108;85;17243;110;82;17243;36;19414;32;19414
5793259;5859425;181;12647;104;81;16943;110;78;16943;38;19254;34;19254
5793260;5859425;181;12681;104;81;16977;110;78;16977;38;19218;34;19218
5793261;5859425;181;12641;96;75;16422;104;72;16422;36;18999;32;18999
5793262;5859425;180;12621;96;75;16420;104;72;16420;39;19424;34;19424
5793263;5859425;181;12669;104;80;16003;112;77;16003;44;20529;39;20529
5793264;5859425;180;12600;140;117;16488;133;105;20574;41;16418;38;16418
5793265;5859425;181;12640;145;118;16529;136;106;20614;41;16750;37;16750
5793266;5859425;181;12650;145;118;16538;136;106;20624;43;16947;40;16947
5793267;5859425;192;13424;149;129;17312;152;117;21398;47;17742;43;17742
5793268;5859425;197;13822;157;135;17710;160;140;17128;47;17968;43;17968
5793269;5859425;228;15930;200;180;19453;198;188;18871;43;16781;40;16781
5793270;5859425;225;15749;200;178;19273;197;186;18690;46;19670;42;19670
5795164;5859425;186;13022;112;86;17318;110;83;17318;38;19538;33;19538
5795165;5859425;187;13103;113;87;17400;116;84;17400;43;21314;38;21314
5795166;5859425;186;13033;112;86;17330;110;83;17330;43;21164;38;21164
5795167;5859425;177;12400;96;76;15721;106;73;15721;37;19549;33;19549
5795168;5859425;177;12401;96;76;15721;104;73;15721;39;20111;35;20111
5795169;5859425;178;12482;97;77;15816;106;74;15816;42;20333;37;20333
5795170;5859425;176;12330;133;114;16219;130;101;20304;39;16156;36;16156
5795171;5859425;175;12249;127;112;16137;130;100;20223;40;16457;37;16457
5795172;5859425;180;12584;140;117;16472;133;105;20558;43;16900;39;16900
5795173;5859425;183;12812;146;120;16700;141;108;20786;44;16991;40;16991
5795174;5859425;180;12622;140;118;16510;133;106;20596;41;16625;38;16625
5795175;5859425;179;12559;140;117;16448;133;105;20533;43;16761;39;16761
5795176;5859425;226;15786;200;178;19309;198;186;18727;39;16285;35;16285
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;5859425;189;13220;115;89;17516;116;86;17516;38;19816;34;19816
5797071;5859425;191;13337;115;91;17633;116;88;17633;41;21216;37;21216
5797072;5859425;178;12491;97;77;15812;106;74;15812;41;20933;36;20933
5797073;5859425;174;12207;96;73;15527;106;70;15527;40;21018;36;21018
5797074;5859425;173;12089;92;72;15423;106;69;15423;38;19882;34;19882
5797075;5859425;176;12297;96;75;15631;106;72;15631;40;20215;36;20215
5797076;5859425;172;12013;126;109;15902;129;106;15902;40;16103;36;16103
5797077;5859425;173;12140;127;111;16028;130;99;20114;43;16536;40;16536
5797078;5859425;178;12474;133;116;16362;131;103;20448;45;17073;41;17073
5797079;5859425;177;12381;133;114;16269;131;102;20355;43;16909;39;16909
5797080;5859425;178;12426;133;115;16314;131;103;20400;39;16120;35;16120
5797081;5859425;177;12412;133;115;16300;131;103;20386;43;16740;39;16740
5797082;5859425;175;12216;146;130;15739;156;135;15157;38;16272;35;16272
5798974;5859425;138;9679;96;66;11255;86;63;11255;30;15960;26;15960
5798975;5859425;194;13580;115;94;17877;116;91;17877;39;20164;35;20164
5798976;5859425;194;13575;115;94;17871;116;91;17871;41;20051;37;20051
5798977;5859425;194;13582;115;94;17878;116;91;17878;42;21256;37;21256
5798978;5859425;172;12022;96;74;15350;106;71;15350;40;20728;36;20728
5798979;5859425;169;11845;92;72;15174;106;69;15174;41;21086;36;21086
5798980;5859425;169;11845;92;72;15174;106;69;15174;39;20246;35;20246
5798981;5859425;173;12117;96;76;15445;106;73;15445;41;20633;37;20633
5798982;5859425;169;11846;125;107;15734;124;94;19820;39;15964;35;15964
5798983;5859425;167;11720;125;105;15608;124;93;19694;41;15904;37;15904
5798984;5859425;167;11713;120;105;15601;124;93;19687;43;15895;39;15895
5798985;5859425;173;12078;127;110;15966;129;107;15966;39;15787;36;15787
5798986;5859425;171;11940;125;108;15828;129;105;15828;40;16053;36;16053
5798987;5859425;174;12196;127;112;16084;130;99;20170;42;16513;39;16513
5798988;5859425;169;11800;137;122;16015;142;117;15553;37;15747;34;15747
5800879;5859425;131;9182;79;57;10759;72;56;10759;29;15681;26;15681
5800880;5859425;135;9461;85;61;11038;79;60;11038;30;15956;26;15956
5800881;5859425;197;13785;116;97;18081;123;94;18081;28;15584;25;15584
5800882;5859425;170;11933;116;93;16120;118;90;16120;43;16020;38;16020
5800883;5859425;171;11969;116;94;16156;118;91;16156;42;15797;37;15797
5800884;5859425;170;11890;96;73;15243;106;70;15243;40;20544;35;20544
5800885;5859425;166;11626;91;70;15016;106;67;15016;39;20247;34;20247
5800886;5859425;164;11478;92;72;15160;106;69;15160;42;20538;37;20538
5800887;5859425;166;11599;96;76;15433;106;73;15433;42;20622;37;20622
5800888;5859425;158;11056;115;95;14945;111;83;19030;38;15080;35;15080
5800889;5859425;164;11460;120;101;15349;117;89;19434;39;15669;35;15669
5800890;5859425;165;11536;120;102;15425;117;90;19510;41;15582;37;15582
5800891;5859425;168;11747;125;105;15636;124;93;19721;38;15458;34;15458
5800892;5859425;167;11684;120;104;15572;124;92;19658;40;15933;36;15933
5800893;5859425;169;11845;125;107;15734;124;94;19819;42;16474;38;16474
5800894;5859425;167;11709;133;120;13817;142;116;15462;38;15754;34;15754
5800895;5859425;164;11470;130;117;15685;141;117;14993;38;15654;35;15654
5802783;5859425;130;9084;74;55;10661;72;54;10661;30;15678;27;15678
5802784;5859425;128;8965;74;54;10542;69;53;10542;32;15649;28;15649
5802785;5859425;132;9244;79;58;10820;72;57;10820;26;15154;23;15154
5802786;5859425;172;12070;116;95;16257;124;92;16257;27;15337;24;15337
5802787;5859425;169;11833;116;92;16020;118;89;16020;40;15831;36;15831
5802788;5859425;166;11635;116;89;15822;118;86;15822;40;15584;36;15584
5802789;5859425;166;11636;116;89;15822;118;86;15822;41;20785;37;20785
5802790;5859425;167;11704;96;73;15265;106;70;15265;40;20308;35;20308
5802791;5859425;160;11206;92;72;14623;106;69;14623;40;20581;36;20581
5802792;5859425;163;11442;96;75;14859;106;72;14859;41;20883;36;20883
5802793;5859425;155;10828;113;92;14717;111;80;18802;38;15021;34;15021
5802794;5859425;159;11164;116;97;15052;117;85;19138;38;15306;34;15306
5802795;5859425;159;11164;116;97;15053;117;85;19138;37;15307;34;15307
5802796;5859425;161;11278;120;99;15166;117;86;19252;39;15503;35;15503
5802797;5859425;166;11639;120;104;15528;118;92;19613;40;15824;36;15824
5802798;5859425;169;11814;125;106;15702;124;94;19788;41;15567;38;15567
5802799;5859425;159;11152;125;113;15368;128;108;14905;36;15067;33;15067
5802800;5859425;158;11073;125;114;14597;127;106;14826;37;15235;33;15235
5802801;5859425;163;11441;130;117;15656;136;112;15194;38;15594;35;15594
5804689;5859425;127;8918;73;53;10495;66;52;10495;29;15369;26;15369
5804690;5859425;125;8747;68;51;10324;63;50;10324;31;15361;27;15361
5804691;5859425;128;8948;79;58;10849;72;57;10849;30;15344;27;15344
5804692;5859425;131;9140;85;61;11041;79;60;11041;33;15784;30;15784
5804693;5859425;169;11834;116;92;16021;118;89;16021;42;15895;38;15895
5804694;5859425;163;11395;110;86;15582;112;83;15582;40;15501;36;15501
5804695;5859425;162;11321;108;85;15508;112;82;15508;41;20872;36;20872
5804696;5859425;158;11045;92;70;14488;106;67;14488;39;15041;35;15041
5804697;5859425;157;10976;88;69;14393;106;66;14393;39;15127;35;15127
5804698;5859425;164;11504;96;76;14921;106;73;14921;41;20985;36;20985
5804699;5859425;152;10606;113;89;14495;106;77;18580;37;14737;33;14737
5804700;5859425;151;10565;113;88;14453;106;76;18539;37;14677;33;14677
5804701;5859425;154;10815;113;92;14703;111;80;18789;39;15066;35;15066
5804702;5859425;155;10878;113;93;14767;111;81;18852;38;14885;35;14885
5804703;5859425;158;11028;115;95;14916;111;83;19002;37;15060;34;15060
5804704;5859425;160;11176;116;97;15064;117;85;19150;40;15459;36;15459
5804705;5859425;156;10908;121;112;14432;127;107;14458;36;14881;33;14881
5804706;5859425;155;10869;121;111;14392;127;106;14418;39;15170;36;15170
5804707;5859425;159;11143;125;113;15358;128;107;14896;41;15684;37;15684
5806593;5859425;128;8933;66;53;10510;66;52;10510;30;15466;26;15466
5806594;5859425;122;8563;66;48;10140;60;47;10140;29;15119;26;15119
5806595;5859425;122;8530;68;47;10107;60;46;10107;29;15001;25;15001
5806596;5859425;124;8714;74;55;10615;72;54;10615;26;14727;23;14727
5806597;5859425;130;9089;83;60;10990;79;59;10990;30;15637;27;15637
5806598;5859425;134;9400;93;66;11300;86;63;11300;31;15869;27;15869
5806599;5859425;160;11232;104;83;15418;112;80;15418;39;15252;35;15252
5806600;5859425;157;11004;104;80;15190;111;77;15190;40;15109;36;15109
5806601;5859425;154;10805;92;72;14601;106;69;14601;39;14962;35;14962
5806602;5859425;158;11087;92;71;14530;106;68;14530;39;15165;35;15165
5806603;5859425;161;11236;96;73;14679;106;70;14679;39;14683;35;14683
5806604;5859425;151;10602;113;89;14490;106;77;18576;37;14620;33;14620
5806605;5859425;147;10289;107;84;14177;106;72;18263;38;14483;34;14483
5806606;5859425;150;10476;113;87;14365;106;75;18450;37;14544;33;14544
5806607;5859425;152;10659;113;90;14547;111;78;18633;39;14906;35;14906
5806608;5859425;157;10979;115;94;14868;111;82;18953;40;15250;37;15250
5806609;5859425;161;11300;120;99;15188;117;87;19274;39;15431;36;15431
5806610;5859425;151;10553;120;107;14076;127;104;14076;36;14618;33;14618
5806611;5859425;153;10713;120;109;14236;127;106;14236;39;15023;36;15023
5806612;5859425;157;10959;121;112;14483;127;108;14509;41;15173;38;15173
5806613;5859425;180;12575;151;135;16099;158;140;15517;41;16472;37;16472
5808496;5859425;128;8971;69;58;10855;68;57;10855;30;15396;27;15396
5808497;5859425;132;9260;73;58;10837;72;57;10837;31;15844;28;15844
5808498;5859425;131;9156;75;56;10733;72;55;10733;30;15634;27;15634
5808499;5859425;119;8315;68;49;10216;63;48;10216;28;14859;25;14859
5808500;5859425;123;8606;74;53;10506;66;52;10506;25;14432;22;14432
5808501;5859425;135;9440;96;67;11341;86;64;11341;30;15946;27;15946
5808502;5859425;135;9452;96;67;11353;86;64;11353;33;16144;30;16144
5808503;5859425;162;11329;110;85;15516;112;82;15516;42;15380;38;15380
5808504;5859425;157;11017;104;80;15204;111;77;15204;39;15000;35;15000
5808505;5859425;152;10638;96;75;14824;106;72;14824;38;14679;34;14679
5808506;5859425;151;10552;96;75;14812;106;72;14812;38;14653;34;14653
5808507;5859425;148;10334;103;82;14030;106;71;18160;37;14457;33;14457
5808508;5859425;145;10149;103;80;13845;105;77;13845;36;14158;32;14158
5808509;5859425;144;10092;103;82;13981;103;69;18066;36;14233;32;14233
5808510;5859425;148;10394;113;86;14282;106;74;18368;39;14722;35;14722
5808511;5859425;147;10273;107;84;14161;106;72;18247;42;15123;38;15123
5808512;5859425;150;10527;120;106;14050;127;103;14050;41;15309;38;15309
5808513;5859425;148;10326;117;101;14541;127;100;13849;35;14108;32;14108
5808514;5859425;146;10240;115;100;14456;120;95;13993;35;14368;32;14368
5808515;5859425;150;10532;120;106;14056;127;103;14056;35;14632;32;14632
5808516;5859425;154;10769;120;110;14292;127;107;14292;39;15091;36;15091
5808517;5859425;160;11180;122;111;13420;127;106;13956;42;15277;39;15277
5808518;5859425;165;11565;128;113;15918;136;111;14341;43;16751;40;16751
5810399;5859425;124;8707;75;58;10274;70;57;10274;30;15000;27;15000
5810400;5859425;127;8885;78;61;10452;73;60;10452;32;15427;29;15427
5810401;5859425;135;9448;77;61;11025;77;60;11025;33;15981;29;15981
5810402;5859425;114;7994;68;51;10358;63;50;10358;28;14506;25;14506
5810403;5859425;115;8065;68;51;10371;63;50;10371;28;14833;25;14833
5810404;5859425;124;8711;74;55;10612;72;54;10612;28;14439;25;14439
5810405;5859425;136;9497;96;68;11398;86;65;11398;32;16099;29;16099
5810406;5859425;137;9602;96;69;11503;86;66;11503;32;16194;29;16194
5810407;5859425;140;9767;96;72;11668;88;69;11668;41;15128;36;15128
5810408;5859425;156;10952;104;79;15139;106;76;15139;39;14794;35;14794
5810409;5859425;148;10341;92;72;13784;106;69;13784;37;14418;33;14418
5810410;5859425;145;10152;91;69;13595;105;66;13595;38;14240;34;14240
5810411;5859425;149;10405;103;83;14102;106;72;18231;37;14405;34;14405
5810412;5859425;141;9856;94;75;13552;98;64;17682;36;14100;32;14100
5810413;5859425;139;9699;94;76;13587;98;64;17673;35;13887;32;13887
5810414;5859425;141;9870;99;78;13759;103;75;13759;37;14150;34;14150
5810415;5859425;147;10278;107;84;14166;106;72;18252;41;14466;37;14466
5810416;5859425;142;9970;110;96;14186;114;91;13724;36;13895;33;13895
5810417;5859425;142;9938;108;98;13462;114;90;13691;35;13975;32;13975
5810418;5859425;146;10197;115;99;14412;120;94;13950;36;14404;33;14404
5810419;5859425;153;10731;120;109;14254;127;106;14254;38;14756;35;14756
5810420;5859425;156;10952;121;112;14476;127;107;14502;40;15159;37;15159
5810421;5859425;160;11168;122;111;13407;127;105;13944;42;15266;39;15266
5810422;5859425;163;11410;126;111;15762;133;109;14186;41;16586;37;16586
5810423;5859425;205;14327;158;135;16450;162;131;17241;41;17732;37;17732
5810457;5859425;296;20713;141;117;31254;135;111;31254;38;23291;33;23295
5810458;5859425;294;20576;137;114;30998;133;108;30998;38;23845;34;23849
5810462;5859425;313;21914;120;105;37938;122;110;28878;41;25271;36;25275
5810463;5859425;313;21914;118;99;30658;116;105;30980;41;25343;37;25347
5810464;5859425;319;22338;117;100;30862;116;104;30862;42;25753;38;25756
5812300;5859425;118;8273;69;52;9839;65;51;9839;29;14608;25;14608
5812301;5859425;121;8504;69;55;10071;70;54;10071;32;15085;28;15085
5812302;5859425;126;8811;78;60;10377;72;59;10377;35;15512;32;15512
5812303;5859425;114;8006;75;59;10930;72;58;10930;33;16045;29;16045
5812304;5859425;111;7753;69;56;10683;72;55;10683;28;14276;25;14276
5812305;5859425;111;7803;69;56;10741;72;55;10741;24;13844;22;13844
5812306;5859425;113;7916;73;59;9508;72;58;9508;31;14702;28;14702
5812307;5859425;115;8054;77;61;9646;77;60;9646;30;14581;27;14581
5812308;5859425;119;8357;92;80;10859;91;77;10859;31;15796;28;15796
5812309;5859425;120;8369;94;81;10872;91;78;10872;40;15062;36;15062
5812310;5859425;122;8566;97;83;11069;96;80;11069;39;14868;35;14868
5812311;5859425;147;10287;92;71;13730;106;68;13730;38;14422;34;14422
5812312;5859425;143;9988;88;67;13487;98;64;12661;37;14170;33;14170
5812313;5859425;140;9816;91;71;13701;103;68;13701;36;13880;33;13880
5812314;5859425;139;9744;91;71;13258;93;62;17570;35;13897;32;13897
5812315;5859425;135;9440;94;74;13443;91;62;17528;35;13594;31;13594
5812316;5859425;138;9642;96;77;13134;103;74;13134;37;13965;34;13965
5812317;5859425;141;9888;103;80;13380;103;69;18066;40;14372;36;14372
5812318;5859425;140;9834;108;96;13358;114;91;13384;34;13753;31;13753
5812319;5859425;138;9688;105;91;11796;114;91;13211;36;13984;33;13984
5812320;5859425;150;10530;120;106;14054;127;103;14054;35;14473;32;14473
5812321;5859425;151;10552;120;107;14076;127;104;14076;38;14841;35;14841
5812322;5859425;154;10753;115;100;14989;126;107;13413;42;15269;39;15269
5812323;5859425;157;11010;121;101;13077;127;102;13670;42;14615;38;14615
5812324;5859425;164;11487;128;112;15840;133;110;14263;44;17921;40;17921
5812325;5859425;204;14288;158;134;16411;159;130;17202;41;17739;37;17739
5812353;5859425;266;18612;160;141;31993;154;135;32893;36;21814;32;21818
5812354;5859425;269;18817;157;138;32674;154;132;32674;36;22033;32;22037
5812355;5859425;277;19369;155;134;32401;150;128;32401;35;22171;31;22175
5812356;5859425;275;19250;155;132;32261;150;126;32261;37;22593;33;22597
5812358;5859425;309;21649;143;121;31544;141;115;31544;41;23273;37;23276
5812359;5859425;306;21448;141;119;31342;140;113;31342;38;23302;34;23305
5812360;5859425;302;21112;137;114;31007;133;108;31007;39;24251;34;24255
5812361;5859425;300;20974;131;109;30698;128;103;30698;39;24223;34;24227
5812362;5859425;301;21085;124;103;30230;123;97;30230;43;24828;38;24832
5812363;5859425;306;21455;121;101;30117;123;95;30117;40;24758;35;24762
5812364;5859425;309;21655;121;100;37223;119;104;27978;41;25001;37;25005
5812365;5859425;311;21777;121;102;37330;119;107;27942;42;25469;37;25473
5812366;5859425;323;22597;117;101;30957;116;105;30957;44;26148;39;26152
5814173;5859425;230;16115;128;104;18351;134;104;18351;54;25824;48;25813
5814174;5859425;240;16794;128;113;26587;141;114;19029;55;26464;49;26453
5814175;5859425;241;16885;133;114;26678;141;115;19121;53;24966;47;24955
5814176;5859425;210;14733;154;144;28748;169;144;21191;47;23351;41;23340
5814201;5859425;116;8087;69;50;9653;65;49;9653;30;14627;27;14627
5814202;5859425;119;8336;69;53;9903;65;52;9903;32;14288;29;14288
5814203;5859425;126;8828;78;60;10395;72;59;10395;32;15222;29;15222
5814204;5859425;111;7797;69;57;9389;72;56;9389;29;14309;26;14309
5814205;5859425;108;7528;66;54;9120;69;53;9120;27;13943;24;13943
5814206;5859425;108;7525;66;54;9117;66;53;9117;25;13697;23;13697
5814207;5859425;110;7672;69;56;9264;72;55;9264;28;14335;25;14335
5814208;5859425;112;7835;69;58;9427;72;57;9427;29;14472;26;14472
5814209;5859425;117;8209;92;78;10712;91;75;10712;30;15624;27;15624
5814210;5859425;116;8146;89;77;10648;88;74;10648;32;15616;29;15616
5814211;5859425;119;8363;92;81;10865;91;78;10865;41;15111;37;15111
5814212;5859425;148;10368;92;72;13811;106;69;13811;39;14582;35;14582
5814213;5859425;143;10022;92;73;13839;103;70;13839;39;14502;36;14502
5814214;5859425;138;9670;91;69;13117;98;63;17289;36;13751;32;13751
5814215;5859425;136;9532;88;67;12979;91;61;17151;37;13791;34;13791
5814216;5859425;132;9272;91;71;12764;102;68;12764;35;13468;32;13468
5814217;5859425;133;9293;91;72;12786;102;69;12786;38;13424;35;13424
5814218;5859425;134;9360;92;73;12853;102;70;12853;39;14060;35;14060
5814219;5859425;138;9630;103;91;13845;114;90;13154;34;13663;31;13663
5814220;5859425;135;9446;103;88;13661;107;83;13199;37;13744;33;13744
5814221;5859425;154;10796;120;110;14320;127;107;14320;39;14823;36;14823
5814222;5859425;155;10816;120;110;14339;127;107;14339;40;15012;37;15012
5814223;5859425;150;10535;112;97;14771;119;95;13195;40;14535;37;14535
5814224;5859425;150;10488;112;96;14725;118;94;13148;42;14624;38;14624
5814225;5859425;204;14283;158;134;16406;159;130;17197;44;17971;40;17971
5814226;5859425;201;14049;152;125;16116;153;139;16172;41;17796;38;17796
5814227;5859425;196;13734;142;123;17970;152;134;15857;41;17662;37;17662
5814253;5859425;264;18498;150;134;31479;151;138;31479;40;21862;36;21866
5814254;5859425;275;19239;130;112;36619;140;119;30176;40;22076;36;22080
5814255;5859425;274;19185;130;111;36566;134;118;30123;39;22251;35;22255
5814256;5859425;279;19530;156;136;32563;152;130;32563;38;22654;34;22658
5814257;5859425;285;19976;164;142;32987;159;136;32987;37;23137;33;23141
5814258;5859425;281;19678;160;138;32689;157;132;32689;38;22979;34;22982
5814259;5859425;284;19899;164;145;34302;159;135;32909;41;23248;37;23252
5814260;5859425;306;21424;141;118;31319;140;112;31319;42;25674;38;25678
5814261;5859425;302;21169;137;115;31064;133;109;31064;40;24446;35;24450
5814262;5859425;304;21267;127;107;30498;124;101;30498;39;24319;34;24323
5814263;5859425;305;21319;126;105;30385;124;99;30385;39;24579;35;24582
5814264;5859425;307;21488;121;103;37102;122;103;27885;39;24635;35;24639
5814265;5859425;304;21290;120;100;36852;119;100;27457;40;24872;35;24876
5814266;5859425;309;21639;124;105;37202;123;99;30145;42;25333;37;25337
5814267;5859425;319;22347;119;107;47621;122;111;28958;45;26765;40;26769
5814268;5859425;317;22162;118;104;47417;116;105;30996;45;26630;39;26634
5816065;5859425;237;16594;128;110;26363;141;110;18806;52;26119;46;25252
5816068;5859425;227;15882;114;100;18094;134;100;18094;51;25427;45;24560
5816069;5859425;230;16095;128;103;18307;134;103;18307;50;24746;44;24734
5816070;5859425;215;15049;98;85;25216;120;89;17285;51;24741;45;24730
5816071;5859425;215;15044;100;86;25270;120;89;17340;51;24585;45;24574
5816072;5859425;216;15137;102;87;25363;120;91;17432;48;23758;42;23747
5816073;5859425;202;14106;108;92;25656;121;95;17725;49;23622;43;23610
5816074;5859425;196;13748;120;102;31118;134;109;18697;48;23280;42;23268
5816075;5859425;211;14794;157;145;28810;174;145;21252;47;23424;42;23413
5816099;5859425;125;8775;78;59;10330;75;58;10330;29;15035;26;15035
5816100;5859425;110;7706;67;51;9769;65;50;9769;28;14118;25;14118
5816101;5859425;109;7622;71;57;10160;70;56;10160;30;14147;27;14147
5816102;5859425;109;7617;72;58;9190;70;57;9190;28;13657;25;13657
5816103;5859425;108;7568;66;54;9160;69;53;9160;28;14218;25;14218
5816104;5859425;104;7298;62;50;8891;63;49;8891;27;13966;24;13966
5816105;5859425;104;7310;62;50;8902;63;49;8902;25;13448;22;13448
5816106;5859425;107;7512;66;53;9104;66;52;9104;28;14052;25;14052
5816107;5859425;112;7855;69;58;9447;72;57;9447;28;14442;25;14442
5816108;5859425;115;8035;86;76;10538;88;73;10538;28;14550;25;14550
5816109;5859425;112;7840;84;73;10343;86;70;10343;31;15343;28;15343
5816110;5859425;115;8069;86;76;10572;88;73;10572;32;15583;29;15583
5816111;5859425;117;8205;95;82;15326;95;80;13937;33;16050;30;16050
5816112;5859425;115;8085;102;80;15207;106;78;13817;33;16443;30;16443
5816113;5859425;137;9559;91;70;13185;97;64;17357;38;13812;34;13812
5816114;5859425;132;9259;88;67;12709;91;61;16880;35;13370;31;13370
5816115;5859425;129;8999;88;67;12723;90;61;16894;34;13095;30;13095
5816116;5859425;129;9007;88;68;12499;90;62;16671;37;13322;34;13322
5816117;5859425;132;9253;91;71;12745;102;68;12745;37;13313;33;13313
5816118;5859425;132;9239;98;84;11346;107;83;12788;33;13095;30;13095
5816119;5859425;132;9266;98;85;11374;107;83;12815;37;13641;34;13641
5816120;5859425;154;10775;118;98;12842;126;107;13435;42;15078;39;15078
5816121;5859425;152;10641;115;98;14877;123;105;13301;39;14949;36;14949
5816122;5859425;146;10242;105;90;12308;114;91;12902;37;14242;34;14242
5816123;5859425;146;10226;105;90;12293;114;90;12886;40;14478;36;14478
5816124;5859425;147;10298;107;91;12365;114;91;12958;41;14566;38;14566
5816125;5859425;202;14107;155;132;16230;157;140;16230;45;18051;41;18051
5816126;5859425;199;13954;145;124;16021;152;137;16077;43;17826;40;17826
5816127;5859425;193;13519;137;120;17755;149;131;15642;40;17324;36;17324
5816152;5859425;262;18348;132;116;36879;140;123;30436;40;21707;36;21711
5816153;5859425;273;19141;130;111;36522;134;118;30079;40;22508;36;22512
5816154;5859425;270;18926;131;108;36306;128;115;29863;44;24698;39;24702
5816155;5859425;272;19006;131;109;36386;131;116;29944;43;24795;39;24799
5816156;5859425;285;19954;164;142;32965;159;136;32965;38;23188;34;23192
5816157;5859425;284;19879;164;145;34282;159;135;32889;40;23149;36;23153
5816158;5859425;302;21162;135;113;37073;131;107;30016;43;25705;38;25709
5816159;5859425;302;21124;131;113;37035;130;107;29978;43;25655;38;25659
5816160;5859425;302;21123;131;113;37033;130;107;29976;41;24902;36;24906
5816161;5859425;307;21467;137;118;37378;134;112;30321;43;25816;38;25820
5816162;5859425;299;20962;120;102;36518;122;102;27123;42;25820;37;25823
5816163;5859425;300;20976;120;100;36859;120;100;27464;43;25444;38;25448
5816164;5859425;304;21278;120;100;36841;120;100;27446;41;25107;36;25110
5816165;5859425;307;21509;120;106;48277;120;103;27676;41;25402;37;25406
5816166;5859425;312;21846;123;108;48389;122;108;28014;42;25719;37;25723
5816167;5859425;312;21805;119;104;47432;122;108;28769;46;26501;41;26505
5817963;5859425;242;16914;133;115;26683;141;115;19126;53;26485;46;25618
5817964;5859425;238;16647;128;111;26416;141;111;18859;54;26273;47;25407
5817965;5859425;235;16484;128;109;18696;134;109;18696;53;25890;46;25024
5817966;5859425;232;16221;128;105;18433;134;105;18433;52;25776;46;24909
5817967;5859425;221;15467;108;91;25609;121;94;17679;51;25130;44;24111
5817968;5859425;216;15138;100;86;25280;120;90;17350;49;24671;43;24659
5817969;5859425;212;14860;98;82;25003;120;86;17072;50;24472;44;24460
5817970;5859425;211;14793;98;82;25019;120;86;17088;49;24128;43;24116
5817971;5859425;204;14276;100;86;25285;120;90;17354;48;23807;42;23796
5817972;5859425;199;13932;105;91;25584;121;94;17654;47;23477;41;23465
5817973;5859425;194;13594;120;100;30963;134;107;18542;46;23125;41;23113
5817974;5859425;192;13454;118;98;30824;134;105;18403;46;22917;40;22906
5817975;5859425;185;12970;120;100;30985;134;107;18542;46;22595;41;22584
5817976;5859425;183;12832;120;99;30311;141;112;18927;45;22238;39;22227
5817977;5859425;182;12724;124;98;30204;141;116;19182;45;21929;39;21918
5817997;5859425;126;8831;78;60;10386;76;59;10386;32;15104;28;15104
5817998;5859425;127;8887;78;61;10442;80;60;10442;32;15221;28;15221
5817999;5859425;109;7638;67;52;9838;65;51;9838;28;13977;24;13977
5818000;5859425;104;7298;63;54;9932;59;53;9932;27;13706;24;13706
